H|vendor_id|ch_num|filing/id|filing/uid|filing/date|filing/title|filing/description|filing/url|filing/filing_type|filing/opencorporates_url|filing/filing_code|dummy_data
D|308778|04273754|252321965|MzEwMTcyMzk0OGFkaXF6a2N4|2014-06-11|Termination of appointment of secretary|Termination of appointment of Isobel Nettleship as a secretary||Termination of appointment of secretary|https://opencorporates.com/statements/252321965|TM02|x
D|308778|04273754|252321966|MzEwMDAyMzQ3MGFkaXF6a2N4|2014-05-14|Appointment of director|Appointment of Nicholas Andrew Fletcher as a director||Appointment of director|https://opencorporates.com/statements/252321966|AP01|x
D|308778|04273754|252321967|MzA5NjYyMDU4OGFkaXF6a2N4|2014-03-20|Appointment of director|Appointment of Patrick Denis Boyle as a director||Appointment of director|https://opencorporates.com/statements/252321967|AP01|x
D|308778|04273754|252321968|MzA5NTQyMTg2NmFkaXF6a2N4|2014-02-28|Annual Accounts|Full accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/252321968|AA|x
D|308778|04273754|252321969|MzA5NDg1NzIzMGFkaXF6a2N4|2014-02-20|Termination of appointment of director |Termination of appointment of Christopher Hughes as a director||Termination of appointment of director |https://opencorporates.com/statements/252321969|TM01|x
D|308778|04273754|252321970|MzA5MjYxMzYwNGFkaXF6a2N4|2014-01-14|Appointment of director|Appointment of Mr John Christopher Morgan as a director||Appointment of director|https://opencorporates.com/statements/252321970|AP01|x
D|308778|04273754|252321971|MzA5MjYxMzU5NWFkaXF6a2N4|2014-01-14|Termination of appointment of director |Termination of appointment of Paul Whitmore as a director||Termination of appointment of director |https://opencorporates.com/statements/252321971|TM01|x
D|308778|04273754|252321972|MzA4NzA5NzYzMWFkaXF6a2N4|2013-10-16|Termination of appointment of director |Termination of appointment of Angela Bromfield as a director||Termination of appointment of director |https://opencorporates.com/statements/252321972|TM01|x
D|308778|04273754|252321973|MzA4Mzk4MTc2NWFkaXF6a2N4|2013-08-28|Annual Return|Annual return made up to 2013-08-20 with full list of shareholders||Annual Return|https://opencorporates.com/statements/252321973|AR01|x
D|308778|04273754|252321974|MzA3Mzk1MDIxNmFkaXF6a2N4|2013-03-05|Termination of appointment of director |Termination of appointment of David Mulligan as a director||Termination of appointment of director |https://opencorporates.com/statements/252321974|TM01|x
D|308778|04273754|252321975|MzA3Mzk1MDA5MGFkaXF6a2N4|2013-03-05|Appointment of director|Appointment of Stephen Paul Crummett as a director||Appointment of director|https://opencorporates.com/statements/252321975|AP01|x
D|308778|04273754|252321976|MzA3Mzg2MDAxNWFkaXF6a2N4|2013-03-04|Annual Accounts|Full accounts made up to 2012-12-31||Annual Accounts|https://opencorporates.com/statements/252321976|AA|x
D|308778|04273754|185007976|MzA3MjMwNDI5MWFkaXF6a2N4|2013-02-05|Change of director's details|Director's details changed for Mr Joseph John Ledwidge on 2012-11-27||Change of director's details|https://opencorporates.com/statements/185007976|CH01|x
D|308778|04273754|252321978|MzA3MjIzNTc3M2FkaXF6a2N4|2013-02-05|Appointment of director|Appointment of Mr Joseph John Ledwidge as a director||Appointment of director|https://opencorporates.com/statements/252321978|AP01|x
D|308778|04273754|252321977|MzA3MjMwNDI5MWFkaXF6a2N4|2013-02-05|Change of director's details|Director's details changed for Mr Joseph John Ledwidge on 2012-11-27||Change of director's details|https://opencorporates.com/statements/252321977|CH01|x
D|308778|04273754|252321979|MzA3MjIzNTc3NmFkaXF6a2N4|2013-02-04|Termination of appointment of director |Termination of appointment of Neil Skelding as a director||Termination of appointment of director |https://opencorporates.com/statements/252321979|TM01|x
D|308778|04273754|252321980|MzA2NzAyMjI2MWFkaXF6a2N4|2012-11-06|Termination of appointment of director |Termination of appointment of Paul Smith as a director||Termination of appointment of director |https://opencorporates.com/statements/252321980|TM01|x
D|308778|04273754|252321981|MzA2MzE3MjIzNmFkaXF6a2N4|2012-08-30|Annual Return|Annual return made up to 2012-08-20 with full list of shareholders||Annual Return|https://opencorporates.com/statements/252321981|AR01|x
D|171598|06650506|247433111|MzEyODAzNTM0NmFkaXF6a2N4|2015-07-29|Annual Accounts|Total exemption small company accounts made up to 2014-10-31||Annual Accounts|https://opencorporates.com/statements/247433111|AA|x
D|171598|06650506|247433113|MzEyODAzMzg3NmFkaXF6a2N4|2015-07-29|Annual Return|Annual return made up to 2015-07-18 with full list of shareholders||Annual Return|https://opencorporates.com/statements/247433113|AR01|x
D|171598|06650506|247433115|MzEwNDkzODg2M2FkaXF6a2N4|2014-08-04|Annual Return|Annual return made up to 2014-07-18 with full list of shareholders||Annual Return|https://opencorporates.com/statements/247433115|AR01|x
D|171598|06650506|247433117|MzEwNDcwNzczNGFkaXF6a2N4|2014-07-30|Annual Accounts|Total exemption small company accounts made up to 2013-10-31||Annual Accounts|https://opencorporates.com/statements/247433117|AA|x
D|171598|06650506|247433119|MzA4MjMwMDI2MWFkaXF6a2N4|2013-07-29|Annual Accounts|Total exemption small company accounts made up to 2012-10-31||Annual Accounts|https://opencorporates.com/statements/247433119|AA|x
D|171598|06650506|247433121|MzA4MjIyOTY4MmFkaXF6a2N4|2013-07-26|Annual Return|Annual return made up to 2013-07-18 with full list of shareholders||Annual Return|https://opencorporates.com/statements/247433121|AR01|x
D|171598|06650506|247433128|MzA2MTYwNTQzMmFkaXF6a2N4|2012-07-30|Change of director's details|Director's details changed for Mr James Dean Jones on 2012-07-17||Change of director's details|https://opencorporates.com/statements/247433128|CH01|x
D|171598|06650506|247433125|MzA2MTYwNTQ4NmFkaXF6a2N4|2012-07-30|Change of director's details|Director's details changed for Mr James Dean Jones on 2012-07-17||Change of director's details|https://opencorporates.com/statements/247433125|CH01|x
D|171598|06650506|247433122|MzA2MTYwNTU2NmFkaXF6a2N4|2012-07-30|Annual Return|Annual return made up to 2012-07-18 with full list of shareholders||Annual Return|https://opencorporates.com/statements/247433122|AR01|x
D|171598|06650506|247433129|MzA2MDEyNTgzM2FkaXF6a2N4|2012-07-02|Annual Accounts|Total exemption small company accounts made up to 2011-10-31||Annual Accounts|https://opencorporates.com/statements/247433129|AA|x
D|171598|06650506|247433133|MzA0Njg2MTIzMWFkaXF6a2N4|2011-11-09|Change of director's details|Director's details changed for Mr Paul Aaron Jones on 2011-11-09||Change of director's details|https://opencorporates.com/statements/247433133|CH01|x
D|171598|06650506|247433131|MzA0Njg2MTQwMGFkaXF6a2N4|2011-11-09|Change of secretary's details|Secretary's details changed for Mr Paul Aaron Jones on 2011-11-09||Change of secretary's details|https://opencorporates.com/statements/247433131|CH03|x
D|171598|06650506|247433138|MzA0MDk5NTU1OWFkaXF6a2N4|2011-07-25|Change of director's details|Director's details changed for Mr James Dean Jones on 2011-07-25||Change of director's details|https://opencorporates.com/statements/247433138|CH01|x
D|171598|06650506|247433135|MzA0MTAwNTQ1NWFkaXF6a2N4|2011-07-25|Annual Return|Annual return made up to 2011-07-18 with full list of shareholders||Annual Return|https://opencorporates.com/statements/247433135|AR01|x
D|171598|06650506|247433139|MzAzNjY0Mjk4NmFkaXF6a2N4|2011-05-05|Annual Accounts|Total exemption small company accounts made up to 2010-10-31||Annual Accounts|https://opencorporates.com/statements/247433139|AA|x
D|171598|06650506|247433140|MzAxOTcyMTY2MWFkaXF6a2N4|2010-07-19|Annual Return|Annual return made up to 2010-07-18 with full list of shareholders||Annual Return|https://opencorporates.com/statements/247433140|AR01|x
D|171598|06650506|247433143|MzAxMzg0NTYwMGFkaXF6a2N4|2010-04-20|Annual Accounts|Total exemption small company accounts made up to 2009-10-31||Annual Accounts|https://opencorporates.com/statements/247433143|AA|x
D|171598|06650506|247433146|MzAxMzYzOTk1NGFkaXF6a2N4|2010-04-16|Change of accounting reference date|Previous accounting period extended from 2009-07-31 to 2009-10-31||Change of accounting reference date|https://opencorporates.com/statements/247433146|AA01|x
D|171598|06650506|247433149|MzAwMjkxNTkyMGFkaXF6a2N4|2009-11-16|Change of director's details|Director's details changed for Mr Paul Aaron Jones on 2009-11-12||Change of director's details|https://opencorporates.com/statements/247433149|CH01|x
D|171598|06650506|247433152|MzAwMjkxNTkxNGFkaXF6a2N4|2009-11-16|Change of secretary's details|Secretary's details changed for Mr Paul Aaron Jones on 2009-11-12||Change of secretary's details|https://opencorporates.com/statements/247433152|CH03|x
D|171598|06650506|247433155|MjAzOTAwODg5OGFkaXF6a2N4|2009-08-12|Filing dated 2009-08-12|Return made up to 18/07/09; full list of members|||https://opencorporates.com/statements/247433155|363a|x
D|171598|06650506|247433156|MjAwOTI2MDc0MGFkaXF6a2N4|2008-07-18|Filing dated 2008-07-18|Incorporation|||https://opencorporates.com/statements/247433156|NEWINC|x
D|180376|03141074|310325338|MzEzOTYyNTE4MmFkaXF6a2N4|2016-01-13|Annual Return|Annual return made up to 2015-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/310325338|AR01|x
D|180376|03141074|220571145|MzEyMzM0MTY0MWFkaXF6a2N4|2015-05-21|Annual Accounts|Total exemption small company accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/220571145|AA|x
D|180376|03141074|150859681|MzEyMzM0MTY0MWFkaXF6a2N4|2015-05-21|Annual Accounts|Total exemption small company accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/150859681|AA|x
D|180376|03141074|220571148|MzExNjA4ODkxNGFkaXF6a2N4|2015-01-26|Annual Return|Annual return made up to 2014-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220571148|AR01|x
D|180376|03141074|289686623|MzExNjA4ODkxNGFkaXF6a2N4|2015-01-26|Annual Return|Annual return made up to 2014-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/289686623|AR01|x
D|180376|03141074|220571152|MzA5OTA4MjQ1M2FkaXF6a2N4|2014-04-29|Annual Accounts|Total exemption small company accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/220571152|AA|x
D|180376|03141074|150859685|MzA5OTA4MjQ1M2FkaXF6a2N4|2014-04-29|Annual Accounts|Total exemption small company accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/150859685|AA|x
D|180376|03141074|220571154|MzA5MDkyMzk5MmFkaXF6a2N4|2013-12-17|Annual Return|Annual return made up to 2013-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220571154|AR01|x
D|180376|03141074|150859686|MzA5MDkyMzk5MmFkaXF6a2N4|2013-12-17|Annual Return|Annual return made up to 2013-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/150859686|AR01|x
D|180376|03141074|150859687|MzA4MDU4NTQyMGFkaXF6a2N4|2013-06-27|Annual Accounts|Total exemption small company accounts made up to 2012-12-31||Annual Accounts|https://opencorporates.com/statements/150859687|AA|x
D|180376|03141074|220571157|MzA4MDU4NTQyMGFkaXF6a2N4|2013-06-27|Annual Accounts|Total exemption small company accounts made up to 2012-12-31||Annual Accounts|https://opencorporates.com/statements/220571157|AA|x
D|180376|03141074|220571160|MzA2OTY4MjA3MGFkaXF6a2N4|2012-12-19|Annual Return|Annual return made up to 2012-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220571160|AR01|x
D|180376|03141074|150859688|MzA2OTY4MjA3MGFkaXF6a2N4|2012-12-19|Annual Return|Annual return made up to 2012-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/150859688|AR01|x
D|180376|03141074|150859690|MzA2NzUxNjA2MGFkaXF6a2N4|2012-11-14|Filing dated 2012-11-14|Resolutions|||https://opencorporates.com/statements/150859690|RESOLUTIONS|x
D|180376|03141074|220571162|MzA2NzUxNjI4OWFkaXF6a2N4|2012-11-14|Return of allotment of shares|Statement of capital following an allotment of shares on 2012-10-12||Return of allotment of shares|https://opencorporates.com/statements/220571162|SH01|x
D|180376|03141074|150859689|MzA2NzUxNjI4OWFkaXF6a2N4|2012-11-14|Return of allotment of shares|Statement of capital following an allotment of shares on 2012-10-12||Return of allotment of shares|https://opencorporates.com/statements/150859689|SH01|x
D|180376|03141074|220571164|MzA2NzUxNjA2MGFkaXF6a2N4|2012-11-14|Filing dated 2012-11-14|Resolutions|||https://opencorporates.com/statements/220571164|RESOLUTIONS|x
D|180376|03141074|150859691|MzA1Njg0NzQ2MmFkaXF6a2N4|2012-05-02|Annual Accounts|Total exemption small company accounts made up to 2011-12-31||Annual Accounts|https://opencorporates.com/statements/150859691|AA|x
D|180376|03141074|220571167|MzA1Njg0NzQ2MmFkaXF6a2N4|2012-05-02|Annual Accounts|Total exemption small company accounts made up to 2011-12-31||Annual Accounts|https://opencorporates.com/statements/220571167|AA|x
D|180376|03141074|220571172|MzA0OTU4NzgyOWFkaXF6a2N4|2011-12-23|Annual Return|Annual return made up to 2011-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220571172|AR01|x
D|180376|03141074|150859692|MzA0OTU4NzgyOWFkaXF6a2N4|2011-12-23|Annual Return|Annual return made up to 2011-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/150859692|AR01|x
D|180376|03141074|150859693|MzA0MjAyOTQyOWFkaXF6a2N4|2011-08-15|Appointment of director|Appointment of Mr Andrew Anthony Hovell as a director||Appointment of director|https://opencorporates.com/statements/150859693|AP01|x
D|180376|03141074|220571176|MzA0MjAyOTQyOWFkaXF6a2N4|2011-08-15|Appointment of director|Appointment of Mr Andrew Anthony Hovell as a director||Appointment of director|https://opencorporates.com/statements/220571176|AP01|x
D|180376|03141074|220571180|MzAzNzQ0MTcyNmFkaXF6a2N4|2011-05-19|Annual Accounts|Total exemption small company accounts made up to 2010-12-31||Annual Accounts|https://opencorporates.com/statements/220571180|AA|x
D|180376|03141074|150859694|MzAzNzQ0MTcyNmFkaXF6a2N4|2011-05-19|Annual Accounts|Total exemption small company accounts made up to 2010-12-31||Annual Accounts|https://opencorporates.com/statements/150859694|AA|x
D|180376|03141074|150859695|MzAyOTEzNTc4NmFkaXF6a2N4|2010-12-21|Annual Return|Annual return made up to 2010-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/150859695|AR01|x
D|180376|03141074|220571183|MzAyOTEzNTc4NmFkaXF6a2N4|2010-12-21|Annual Return|Annual return made up to 2010-12-16 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220571183|AR01|x
D|180376|03141074|150859696|MzAxOTYzMjk0M2FkaXF6a2N4|2010-07-16|Annual Accounts|Total exemption small company accounts made up to 2009-12-31||Annual Accounts|https://opencorporates.com/statements/150859696|AA|x
D|180376|03141074|220571185|MzAxOTYzMjk0M2FkaXF6a2N4|2010-07-16|Annual Accounts|Total exemption small company accounts made up to 2009-12-31||Annual Accounts|https://opencorporates.com/statements/220571185|AA|x
D|180376|03141074|150859697|MzAxMTY0NDE3N2FkaXF6a2N4|2010-03-17|Return of allotment of shares|Statement of capital following an allotment of shares on 2010-03-02||Return of allotment of shares|https://opencorporates.com/statements/150859697|SH01|x
D|1072787|01279230|218172298|MzEyMzE2MDA1NGFkaXF6a2N4|2015-05-14|Filing dated 2015-05-14|Registration of charge 012792300011, created on 2015-05-14|||https://opencorporates.com/statements/218172298|MR01|x
D|1072787|01279230|218172300|MzEyMjI0MDYyNWFkaXF6a2N4|2015-04-29|Appointment of director|Appointment of Lee Robert Wright as a director on 2015-04-21||Appointment of director|https://opencorporates.com/statements/218172300|AP01|x
D|1072787|01279230|218172303|MzEyMTAzMzE2M2FkaXF6a2N4|2015-04-16|Return of allotment of shares|Statement of capital following an allotment of shares on 2015-03-26||Return of allotment of shares|https://opencorporates.com/statements/218172303|SH01|x
