supplier_name,org_type,total_spend,YYYY
PROVING SERVICES LIMITED,SMALL BUSINESS,24367.2,2012
BRIDGE PARTNERS CONSULTING LTD,NOT DEFINED,102570.54,2014
ELSENHAM HOUSE LIMITED,MEDIUM / LARGE,1278681.72,2011
FIELDHOUSE LTD,SMALL BUSINESS,16512,2014
SPINNINGTOP PRODUCTIONS LIMITED,SMALL BUSINESS,14880,2013
DRAEGER SAFETY UK LTD,MEDIUM / LARGE,25374.02,2014
KEYNETIX LIMITED,SMALL BUSINESS,5434.5,2013
MID NORFOLK CANOPIES AND TRAILERS LTD,SMALL BUSINESS,8170,2011
ASTOR-BANNERMAN (MEDICAL) LIMITED,SMALL BUSINESS,18630.5,2012
EOC SERVICES LIMITED,SMALL BUSINESS,3732,2011
ATOS LIMITED,NOT DEFINED,24340.1,2013
NORFOLK COUNTY FOOTBALL ASSOCIATION LIMITED,SMALL BUSINESS,7292,2011
ADEM LIMITED,SMALL BUSINESS,25340,2011
RIPPLEVALE SCHOOL LIMITED,SMALL BUSINESS,42394,2013
RODENT SERVICE (EAST ANGLIA) LIMITED,SMALL BUSINESS,2120,2011
CARE PROVISION HEALTHCARE LIMITED,SMALL BUSINESS,14400,2014
FOSTER PROPERTY MAINTENANCE LIMITED,MEDIUM / LARGE,99227.46,2012
PROVINCE BUILDING SERVICES LTD,SMALL BUSINESS,318972.78,2013
STANNAH LIFT SERVICES LIMITED,MEDIUM / LARGE,45782.36,2013
CULTURE WORKS (EAST) LTD.,SMALL BUSINESS,1320,2013
MAS SERVICES (EAST ANGLIA) LIMITED,SMALL BUSINESS,858995.219999999,2011
K PLANT LIMITED,SMALL BUSINESS,1139898.46,2012
JANITH HOMES LIMITED,SMALL BUSINESS,814063.02,2014
NATIONWIDE DATA COLLECTION LIMITED,SMALL BUSINESS,3250,2014
STONE COMPUTERS LIMITED,MEDIUM / LARGE,415794,2013
UPGRADE OPTIONS LIMITED,MEDIUM / LARGE,3612.62,2012
USB FLASH DRIVE LIMITED,NOT DEFINED,1420.8,2014
LONGWATER (GRAVEL) COMPANY LIMITED(THE),SMALL BUSINESS,58228.08,2013
FLORENCE HOUSE,,738692.040000001,2014
HOLKHAM FARMING COMPANY LIMITED,SMALL BUSINESS,3800,2011
GRANT THORNTON UK LLP,MEDIUM / LARGE,6550,2013
WILKIN CHAPMAN LLP,MEDIUM / LARGE,1000,2014
NEVILLE GODFREY LIMITED,SMALL BUSINESS,28270,2012
AL'S CABS LIMITED,SMALL BUSINESS,71646,2013
PACE FUELCARE LIMITED,MEDIUM / LARGE,220114.2,2013
ON TRACK EDUCATION SERVICES LIMITED,SMALL BUSINESS,11528,2013
ARH GROUNDWORKS LIMITED,SMALL BUSINESS,131828,2011
LENGARD PROPERTY LIMITED,SMALL BUSINESS,261975.34,2012
HALLMARK HEALTHCARE LIMITED,NOT DEFINED,811379.799999999,2013
BIG BIRD SPORTS (UK) LIMITED,SMALL BUSINESS,840,2012
PEOPLE 2 KEEP LIMITED,SMALL BUSINESS,1915,2013
BAILEYS TRANSPORT (1985) LIMITED,SMALL BUSINESS,32983.16,2011
BURMAN PLANT LIMITED,SMALL BUSINESS,3700,2011
PARKVIEW CARE HOMES LIMITED,SMALL BUSINESS,85203.74,2011
COUNTRY RETIREMENT & NURSING HOMES LTD,MEDIUM / LARGE,82489.58,2013
PEARLCARE (WELLFIELD) LIMITED,SMALL BUSINESS,34404.86,2013
G SIDES ELECTRICAL LIMITED,SMALL BUSINESS,2796.96,2011
NATIONAL MEASUREMENT OFFICE,,15742,2012
BARRYS CARS & MINIBUSES LTD,SMALL BUSINESS,118688,2012
SCREENREADER.NET CIC,SMALL BUSINESS,2370,2011
UR CHOICE CARE LTD,NOT DEFINED,24379.1,2013
BRAINTREE HEALTHCARE LIMITED,SMALL BUSINESS,40238.4,2013
NORWICH CITY COUNCIL,,2059525.82,2014
CASTLEVIEW PARTNERSHIP LLP,SMALL BUSINESS,1506.22,2012
BOBBY DAZZLERS CLEANING LTD,SMALL BUSINESS,1280,2012
INDEPENDENCE MATTERS LTD,NOT DEFINED,24060286.36,2014
IMPERIAL CARE HOMES LIMITED,SMALL BUSINESS,247680.92,2014
SORPTION WHEEL SERVICES LIMITED,SMALL BUSINESS,6670.96,2014
DEVAGLADE LIMITED,MEDIUM / LARGE,348030.6,2013
ABSOLUTE MECHANICAL LTD,SMALL BUSINESS,69845.68,2012
TUNMORE FARM SERVICES LIMITED,SMALL BUSINESS,18440,2011
CHOICES UK GROUP LIMITED,MEDIUM / LARGE,64846,2011
TUNGATE FORMS & LABELS LIMITED,SMALL BUSINESS,11742.3,2012
PHOENIX EMPLOY,MEDIUM / LARGE,5000,2012
TIGER HIRE LIMITED,NOT DEFINED,32972.2,2014
ANGLIA INSTALLATION MAINTENANCE LIMITED,SMALL BUSINESS,5095.66,2013
2 AND FRO TAXIS LIMITED,NOT DEFINED,54077.68,2014
KONICA MINOLTA BUSINESS SOLUTIONS EAST LIMITED,MEDIUM / LARGE,688679.62,2011
MIDLOTHIAN COUNCIL,,10424.88,2014
L.E.C. MARINE (KLYNE) LIMITED,SMALL BUSINESS,2950,2012
CONTINUUM CARE AND EDUCATION GROUP LIMITED,MEDIUM / LARGE,177649.64,2012
SSDM HEALTHCARE PRIVATE LIMITED,,6289.04,2012
MOBIHUB LIMITED,SMALL BUSINESS,10000,2013
PHOENIX FORENSIC CONSULTANTS LIMITED,MEDIUM / LARGE,17454,2011
KIER MG LIMITED,MEDIUM / LARGE,1047436.64,2014
EXEMPLAR SERVICES UK LIMITED,SMALL BUSINESS,1003.2,2013
CATHEDRAL CABS LTD,NOT DEFINED,74129,2012
JB ELECTRICAL AND BUILDING SERVICES LIMITED,SMALL BUSINESS,2160,2011
BAUER ADVERTISING LIMITED,MEDIUM / LARGE,2797.2,2011
CODELOCKS LIMITED,SMALL BUSINESS,1060,2012
CROWN CARE & SUPPORT LIMITED,SMALL BUSINESS,75988.62,2013
PAN EUROPEAN NETWORKS LIMITED,SMALL BUSINESS,14800,2013
NEOPOST LIMITED,MEDIUM / LARGE,4040,2013
HOBSON ASSOCIATES LIMITED,SMALL BUSINESS,1700,2011
NORWICH SUNBLINDS LIMITED,SMALL BUSINESS,5451.52,2011
KENSINGTON LODGE LIMITED,NOT DEFINED,44767.28,2012
"H. & C. BEART, LIMITED",SMALL BUSINESS,1184.8,2012
DIG CONTRACTORS LIMITED,SMALL BUSINESS,511659,2011
A56 UK LTD,NOT DEFINED,27200,2013
ST. EDMUNDS FINANCE LIMITED,SMALL BUSINESS,10666.8,2012
NET CARE LINCOLNSHIRE LIMITED,SMALL BUSINESS,53701.72,2013
NORTHGATE VEHICLE HIRE (EAST ANGLIA) LIMITED,MEDIUM / LARGE,141958.68,2011
NORFOLK POLICE AUTHORITY,,2016688.2,2011
CLARANET LIMITED,MEDIUM / LARGE,3344.06,2014
SMART SEATING SOLUTIONS LTD,NOT DEFINED,9952,2012
KNIGHTS SOLICITORS LLP,MEDIUM / LARGE,924,2011
BUCKINGHAM & STANLEY LIMITED,SMALL BUSINESS,41166.66,2013
WHISTLEDAWN LIMITED,MEDIUM / LARGE,1200,2012
BUSINESS SOLUTIONS (QUALITY AND TRAINING) LIMITED,SMALL BUSINESS,28000,2012
MICROFORMAT (UK) LIMITED,MEDIUM / LARGE,17767.02,2011
SOFTWARE AG (UK) LIMITED,MEDIUM / LARGE,36400,2011
K. RACKHAM & SON ENGINEERING LTD,SMALL BUSINESS,2569.96,2014
JMP CONSULTANTS LIMITED,NOT DEFINED,5740,2013
TWIN OAKS NURSING HOME,,806086.260000003,2013
UCAS MEDIA LIMITED,MEDIUM / LARGE,998,2011
REGAL CARE HOMES LTD,MEDIUM / LARGE,20112,2012
OXFORD BROOKES ENTERPRISES LIMITED,MEDIUM / LARGE,4500,2011
AGE UK NORFOLK LIMITED,NOT DEFINED,1695846.32,2012
THE NATIONAL FOSTERING AGENCY LIMITED,MEDIUM / LARGE,10035190.8599999,2011
J S ASPHALT LTD,NOT DEFINED,73400,2011
.BIG YELLOW SELF STORAGE COMPANY LIMITED,MEDIUM / LARGE,1731.6,2012
SARASIN & PARTNERS LLP,MEDIUM / LARGE,1196353.18,2013
XP SOLUTIONS SOFTWARE LIMITED,SMALL BUSINESS,2945.02,2012
BLACKSTONE FOUNDATION,CHARITY,1208,2011
FERNDALE HEALTHCARE LIMITED,SMALL BUSINESS,3696.8,2012
BEVERLY JONES EDUCATION CONSULTANCY LIMITED,SMALL BUSINESS,836,2012
MCDERMOTT & BARNES LIMITED,SMALL BUSINESS,4000,2011
BLACKBURNS (HARLESTON) LIMITED,MEDIUM / LARGE,491817.9,2011
NORFOLK NATURALISTS TRUST(THE),MEDIUM / LARGE,3300,2014
BRECKLAND ORCHARD LTD,SMALL BUSINESS,2444.18,2012
DAUPHIN RESTORATION LIMITED,SMALL BUSINESS,1531.7,2013
CALVERT BRAIN & FRAULO LIMITED,SMALL BUSINESS,2500,2011
"ERNEST DOE & SONS,LIMITED",MEDIUM / LARGE,1069.2,2011
NORTH NORFOLK DISTRICT COUNCIL,,4916066.28,2014
ORCHARD CARE HOMES.COM LIMITED,MEDIUM / LARGE,1073.62,2011
CLEVERCLOGS (LONGWATER) LIMITED,SMALL BUSINESS,10000,2013
IMALGO LIMITED,SMALL BUSINESS,239308.5,2014
SAXLINGHAM HALL NURSING HOME LIMITED,SMALL BUSINESS,221259.74,2012
ECO ESTATES PM LIMITED,NOT DEFINED,7500,2011
PROFESSIONAL CABLING SOLUTIONS LIMITED,SMALL BUSINESS,450391.6,2011
CITYSPRINT (UK) LIMITED,MEDIUM / LARGE,43236.66,2014
MLM CONSULTING ENGINEERS LIMITED,MEDIUM / LARGE,4000,2012
BRUNSWICK HOUSE CARE HOME LIMITED,NOT DEFINED,1060656.68,2011
WEST LEXHAM LLP,NOT DEFINED,199392.1,2013
DOLPHIN COMPUTER ACCESS LIMITED,SMALL BUSINESS,4380,2013
RENTEQ HIGHWAYS LIMITED,NOT DEFINED,920,2014
OTIS LIMITED,MEDIUM / LARGE,17341.6,2014
KINGFISHER FOSTERING LIMITED,SMALL BUSINESS,87167.14,2012
D.& H.HARROD(COACHES)LIMITED,SMALL BUSINESS,222325.18,2011
FIRST CAPITAL CONNECT LIMITED,MEDIUM / LARGE,55783.32,2012
THE RYES COLLEGE LIMITED,SMALL BUSINESS,318539.62,2014
AMORE (WATTON) LIMITED,MEDIUM / LARGE,464631.499999999,2014
ALL SAINTS SCHOOL,EDUCATION,118753.28,2014
BRINE SOFTWARE LTD,SMALL BUSINESS,10600,2012
BARNARDISTON HALL PREPARATORY SCHOOL,EDUCATION,56390.2,2013
ABBOTSWOOD LODGE LTD.,SMALL BUSINESS,299603.72,2014
MICHELIN TYRE PUBLIC LIMITED COMPANY,MEDIUM / LARGE,7441,2013
CD-WRITER.COM LIMITED,SMALL BUSINESS,1548.8,2011
A1 MIRRORS LIMITED,SMALL BUSINESS,1140.84,2013
GREEN BRITAIN CENTRE LIMITED,MEDIUM / LARGE,2088,2013
MONARCH HEALTHCARE LIMITED,SMALL BUSINESS,19794.28,2011
UNIVERSITY OF BIRMINGHAM,NOT DEFINED,29470,2011
ACTIVE LEARNING RESOURCES LIMITED,SMALL BUSINESS,1093.74,2012
POULTEC TRAINING LIMITED,SMALL BUSINESS,200930.5,2012
ASKEWS AND HOLTS LIBRARY SERVICES LTD.,MEDIUM / LARGE,474300.72,2011
UNITED HEALTH LIMITED,MEDIUM / LARGE,36694.32,2012
B.E.S. REHAB LIMITED,SMALL BUSINESS,1360,2013
NORFOLK TRAINING SERVICES LIMITED,SMALL BUSINESS,112405.48,2011
R.HART CARE LIMITED,SMALL BUSINESS,95680,2012
IAN B COMMUNICATIONS LIMITED,SMALL BUSINESS,1000,2012
SURGICHEM LIMITED,MEDIUM / LARGE,12926.8,2011
PEARSON EDUCATION LIMITED,MEDIUM / LARGE,830341.54,2011
JS MUSIC SERVICES LIMITED,SMALL BUSINESS,2750,2011
HAYMARKET PUBLISHING SERVICES LIMITED,MEDIUM / LARGE,4576,2012
APPLETON LODGE MANAGEMENT LIMITED,NOT DEFINED,90662.72,2013
WHITEHALL CARE LIMITED,MEDIUM / LARGE,136864.64,2013
SEA & SEA LIMITED,SMALL BUSINESS,2760,2011
RAY RUSSELL CARPENTRY LIMITED,SMALL BUSINESS,3634,2011
G J BECKETT AND ASSOCIATES LIMITED,SMALL BUSINESS,1790,2011
A.& W.CUSHION LIMITED,SMALL BUSINESS,4808.82,2011
MONK PLANT HIRE LIMITED,SMALL BUSINESS,5100,2012
STARFISH LIMITED,SMALL BUSINESS,8500,2012
ADRIS (2014) LIMITED,SMALL BUSINESS,2952,2011
STEP39 LTD,SMALL BUSINESS,3810.44,2014
PRINCEBUILD LIMITED.,MEDIUM / LARGE,43087.48,2014
2CS COMMUNICATIONS LIMITED,MEDIUM / LARGE,6992,2011
STRUTT & PARKER 2014 LIMITED,,34196.04,2011
MICROBUS LIMITED,MEDIUM / LARGE,28800,2012
QUALITY & EQUALITY LIMITED,SMALL BUSINESS,5346,2011
NORTHGATE INFORMATION SOLUTIONS UK LIMITED,MEDIUM / LARGE,372306.46,2014
FENLAND ADAPTIONS LIMITED,,53342.12,2012
MAPUS-SMITH & LEMMON LLP,SMALL BUSINESS,4280,2011
SUNRISE CARE HOMES LIMITED,SMALL BUSINESS,410623.36,2014
NORWICH HISTORIC CHURCHES TRUST LIMITED(THE),MEDIUM / LARGE,10000,2012
GRESHAM'S SCHOOL,MEDIUM / LARGE,16466.68,2014
EASTERN TELEPHONES LIMITED,SMALL BUSINESS,12982,2012
STANNAH LIFT SERVICES LIMITED,MEDIUM / LARGE,130360.74,2012
CULTURE WORKS (EAST) LTD.,SMALL BUSINESS,50904,2012
GREEN COMPLIANCE WATER DIVISION LIMITED,MEDIUM / LARGE,8780,2013
HERONLEA RESIDENTIAL HOME,,391338.399999999,2013
K PLANT LIMITED,SMALL BUSINESS,215157.08,2013
ORWELL TRUCKS LIMITED,MEDIUM / LARGE,3224.68,2014
ASPIRE CARE LTD,SMALL BUSINESS,2055008.12,2011
GOLDSTAR NORWICH LTD,NOT DEFINED,294692.16,2014
STONE COMPUTERS LIMITED,MEDIUM / LARGE,780576.32,2012
CHELFHAM SENIOR SCHOOL LIMITED,NOT DEFINED,215427.04,2011
NIGHTINGALE TRAINING & CARE SERVICES LTD,SMALL BUSINESS,342987.100000001,2011
GOLDSTAR TAXIS LIMITED,,50016,2013
GRANT THORNTON UK LLP,MEDIUM / LARGE,23770,2012
PANKS ENGINEERS LTD.,SMALL BUSINESS,70157.94,2011
TELEGRAPH EVENTS LIMITED,SMALL BUSINESS,2240,2012
WESTMINSTER HOMECARE LIMITED,MEDIUM / LARGE,865003.460000006,2011
CUERDEN ESTATES LTD.,MEDIUM / LARGE,2280,2013
NEVILLE GODFREY LIMITED,SMALL BUSINESS,5780,2013
AL'S CABS LIMITED,SMALL BUSINESS,5681,2012
PACE FUELCARE LIMITED,MEDIUM / LARGE,261968.1,2012
ROSEHURST CARE HOME,,1131.42,2013
DRIVE MEDICAL LIMITED,MEDIUM / LARGE,250279.7,2011
PHONOGRAPHIC PERFORMANCE LIMITED,MEDIUM / LARGE,4513.56,2012
BISBEY LIMITED,SMALL BUSINESS,9754.52,2011
EUROHYPO INVESTMENT BANKING LIMITED,MEDIUM / LARGE,1068750,2011
FABER ROOFING LIMITED,SMALL BUSINESS,35305.78,2011
ON TRACK EDUCATION SERVICES LIMITED,SMALL BUSINESS,50640,2012
DEEP MUSIC LIMITED,NOT DEFINED,1200,2013
LENGARD PROPERTY LIMITED,SMALL BUSINESS,80000,2013
SALEC TRAVEL LTD,SMALL BUSINESS,96501.68,2014
NORTH NORFOLK BUSINESS FORUM COMMUNITY INTEREST COMPANY,SMALL BUSINESS,10000,2014
THE DOCTOR CHARLES BAMFORD CONVALESCENT HOME,CHARITY,34800,2013
NORFOLK ENERGY FUTURES LIMITED,NOT DEFINED,1100000,2012
REFERENCELINE LIMITED,SMALL BUSINESS,27600,2011
CENTRAL (HIGH RISE) LIMITED,SMALL BUSINESS,39129.48,2011
NEWS DIRECT (NORFOLK) LIMITED,SMALL BUSINESS,1263.6,2014
DIRECT TELECOM SERVICES LIMITED,SMALL BUSINESS,18564,2012
HALLMARK HEALTHCARE LIMITED,NOT DEFINED,4484358.96000002,2012
PEOPLE 2 KEEP LIMITED,SMALL BUSINESS,73708.5,2012
VENTURE FINANCE PLC,NOT DEFINED,1121.1,2012
EXPO PUBLISHING LIMITED,NOT DEFINED,994,2014
FIRST CHOICE HOME CARE LTD,NOT DEFINED,26825.04,2013
CONSENSUS (2013) LIMITED,NOT DEFINED,864759.299999999,2011
SAPERE AUDE CONSULTING LIMITED,,11575.24,2011
INFOGRAPHICS UK LTD.,SMALL BUSINESS,140425.64,2011
ABBEVILLE RCH LIMITED,SMALL BUSINESS,687936.780000003,2014
COUNTRY RETIREMENT & NURSING HOMES LTD,MEDIUM / LARGE,496584.680000001,2012
PAUL CROSS TRAVEL LTD,SMALL BUSINESS,11140,2014
W S LUSHER & SON LIMITED,SMALL BUSINESS,67963.96,2014
IDEA 188 LIMITED,SMALL BUSINESS,14464,2014
ANACO AIR CONDITIONING LIMITED,SMALL BUSINESS,9133.16,2012
BARRYS CARS & MINIBUSES LTD,SMALL BUSINESS,156282,2013
NATIONAL MEASUREMENT OFFICE,,1302,2013
JIM BUCHANAN PROJECTS LTD,SMALL BUSINESS,80000,2012
MENTAL HEALTH CARE (U.K) LIMITED,MEDIUM / LARGE,185059.84,2011
BRAINTREE HEALTHCARE LIMITED,SMALL BUSINESS,170173.72,2012
BROADLANDS HALL LIMITED,SMALL BUSINESS,126096,2011
CASTLEVIEW PARTNERSHIP LLP,SMALL BUSINESS,20884,2013
PEBBLES CHILDREN AND FAMILY SERVICES,SMALL BUSINESS,20457.16,2011
FUCHS LUBRICANTS (UK) PLC,MEDIUM / LARGE,8040.8,2011
DEVAGLADE LIMITED,MEDIUM / LARGE,1726127.5,2012
ABSOLUTE MECHANICAL LTD,SMALL BUSINESS,1100.66,2013
NIELSEN BOOK SERVICES LIMITED,MEDIUM / LARGE,26684,2011
CONSTRUCTION TRAINING SPECIALISTS LIMITED,SMALL BUSINESS,56628.58,2014
R. G. CARTER THETFORD LIMITED,MEDIUM / LARGE,77812.94,2011
EXPRESS YOURSELF MUMS LTD,SMALL BUSINESS,1435.3,2012
ROYAL MAIL GROUP LIMITED,MEDIUM / LARGE,6760,2011
REDACTED BY SPEND NETWORK,,2020191.73999999,2014
CROWN FINE ART LIMITED,MEDIUM / LARGE,6030,2013
ADVANCE VEHICLE RENTAL LIMITED,SMALL BUSINESS,1664,2012
ENCYCLOPAEDIA BRITANNICA (UK) LIMITED,MEDIUM / LARGE,16800,2012
P BOWYER ASSOCIATES LIMITED,MEDIUM / LARGE,2150.66,2014
PITNEY BOWES LIMITED,MEDIUM / LARGE,17832.56,2011
FRIMSTONE LIMITED,MEDIUM / LARGE,36856.2,2011
BAYFIELD FARMS LIMITED,SMALL BUSINESS,34483.16,2011
RICHARDS COACHES LIMITED,SMALL BUSINESS,436404.82,2011
SPROWSTON MANOR HOTEL LIMITED,NOT DEFINED,3568.52,2011
THE LODGE CAREHOME LIMITED,NOT DEFINED,574044.239999998,2013
CLOVER CHILDCARE SERVICES LIMITED,SMALL BUSINESS,1712017.56,2012
MISCO COMPUTER SUPPLIES LIMITED,NOT DEFINED,151141.58,2012
SANDHURST AUTOPRINT LIMITED,MEDIUM / LARGE,1657.6,2011
ANDREW FREDERICK CARE LIMITED,MEDIUM / LARGE,3800921.19999999,2012
EAST OF ENGLAND TRADING STANDARDS ASSOCIATION LIMITED,SMALL BUSINESS,9230,2013
POLLYTILES LTD,MEDIUM / LARGE,7268,2012
MICHAEL AUBREY PARTNERSHIP LIMITED,SMALL BUSINESS,7137.1,2011
MILL LODGE RESIDENTIAL CARE HOME,,3408,2012
GSL DARDAN LIMITED,MEDIUM / LARGE,2032.52,2014
FENNERS LIMITED,SMALL BUSINESS,98844.66,2013
PYRANHA MOULDINGS LIMITED,SMALL BUSINESS,4309.2,2012
HANNA INSTRUMENTS LIMITED,SMALL BUSINESS,317.28,2014
THE OLD RECTORY HOTEL & DINERS CLUB (DENTON) LIMITED,NOT DEFINED,1000,2012
ECONOMY COOKERS LIMITED,SMALL BUSINESS,866.64,2011
R3 SAFETY AND RESCUE LIMITED,NOT DEFINED,1162.5,2013
COOLSPIRIT LIMITED,SMALL BUSINESS,3623.28,2012
ABRO ENGINEERING (EAST ANGLIA) LTD,NOT DEFINED,1916.66,2014
EMJAY PLUMBING & HEATING LIMITED,NOT DEFINED,4256.24,2014
RELIANCE EMPLOYMENT LIMITED,SMALL BUSINESS,21340.52,2013
ACCESS INTELLIGENCE MEDIA AND COMMUNICATIONS LIMITED,MEDIUM / LARGE,13760,2013
LGG LIMITED,SMALL BUSINESS,860,2014
QUEBEC HALL LIMITED,MEDIUM / LARGE,66160.02,2014
PROVING SERVICES LIMITED,SMALL BUSINESS,45485.2,2013
MEARS CARE LIMITED,MEDIUM / LARGE,1516708.76,2014
HABILIS OPERATIONS LIMITED,MEDIUM / LARGE,5888,2011
SUNRISE HEALTHCARE LTD,NOT DEFINED,107706.66,2014
NORTH NORFOLK COMMUNITY TRANSPORT,MEDIUM / LARGE,27885.84,2013
SPINNINGTOP PRODUCTIONS LIMITED,SMALL BUSINESS,11000,2012
FAMILY MATTERS,CHARITY,51698.08,2014
A.P.G. SYSTEMS LIMITED,NOT DEFINED,1339,2013
THE HIRING POST LIMITED,SMALL BUSINESS,3500,2011
FORENSIC PSYCHOLOGY SERVICES LTD,SMALL BUSINESS,1818.6,2011
ATOS LIMITED,NOT DEFINED,110226.36,2012
TRAVIS PERKINS PLC,MEDIUM / LARGE,11.52,2014
IN CONTROL PARTNERSHIPS,MEDIUM / LARGE,13000,2012
BURGH HOUSE RESIDENTIAL CARE HOME LIMITED,SMALL BUSINESS,838157.279999999,2014
FORESTRY COMMISSION,,3184.64,2011
FACET BUSINESS SOLUTIONS LTD,,1700,2013
CHRIS TAYLOR PHOTO (NORFOLK) LTD,SMALL BUSINESS,7239.6,2013
BRITISH THORNTON ESF LIMITED,MEDIUM / LARGE,21530.14,2012
SEW CREATIVE (THE SEWING CENTRE) LIMITED,SMALL BUSINESS,1040.8,2011
PROVINCE BUILDING SERVICES LTD,SMALL BUSINESS,862297.52,2012
ALLSTAR BUSINESS SOLUTIONS LIMITED,MEDIUM / LARGE,81651.9399999999,2011
EVERSHEDS LLP,MEDIUM / LARGE,1821.58,2014
JIGSAW DESIGN & PUBLISHING LIMITED,SMALL BUSINESS,13740.5,2014
CMT (TESTING) LIMITED,SMALL BUSINESS,2424,2012
ITO WORLD LTD,SMALL BUSINESS,9200,2014
IRELAND'S DREAM LIMITED,SMALL BUSINESS,4182.6,2013
ATTLEBRIDGE CONCRETE PRODUCTS LIMITED,SMALL BUSINESS,2021.24,2011
PEARSONS CAPITAL SECURITIES LIMITED,SMALL BUSINESS,39000.06,2013
BROADLAND DISTRICT COUNCIL,,112674.8,2012
AFSC LIMITED,SMALL BUSINESS,513479.04,2014
GO WEST TRAVEL LIMITED,MEDIUM / LARGE,5712555.16000001,2011
HACH LANGE LTD,MEDIUM / LARGE,11302,2012
CLEARWATER TECHNOLOGY LTD,MEDIUM / LARGE,37860.94,2014
RM PLC,MEDIUM / LARGE,1790,2014
DRINKLINK VENDING SERVICES LIMITED,SMALL BUSINESS,11116.66,2012
PINEBIRD VENTURES LIMITED,SMALL BUSINESS,65000,2012
GUYAN EXECUTIVE TRAVEL LIMITED,SMALL BUSINESS,94180.9,2012
BLUE GROUP INTERNATIONAL HOLDINGS LIMITED,MEDIUM / LARGE,33537.22,2011
AYLSHAM LODGE HOTEL LTD,NOT DEFINED,5266.4,2012
HOMESTEAD HOUSE LIMITED,SMALL BUSINESS,165738.34,2014
THE REGARD PARTNERSHIP LIMITED,MEDIUM / LARGE,4170441.82,2012
EYE FILM AND TELEVISION LIMITED,SMALL BUSINESS,23195,2012
PATTRICK & THOMPSONS LIMITED,MEDIUM / LARGE,6154.4,2013
BEDFORD TOWN FOOTBALL CLUB LIMITED,SMALL BUSINESS,860,2011
ITSLEARNING UK LIMITED,MEDIUM / LARGE,227578,2011
GLEN BISHOP BUILDERS LIMITED,SMALL BUSINESS,91849,2011
A C LEIGH (NORWICH) LIMITED,SMALL BUSINESS,2907.4,2014
NORVIC AMBULANCE SERVICES LIMITED,NOT DEFINED,25611.92,2012
IN-TRAC TRAINING AND CONSULTANCY LIMITED,SMALL BUSINESS,9600.42,2011
ANGLIAN ENVIRONMENTAL SOLUTIONS LIMITED,SMALL BUSINESS,16894,2014
COUNTY HEALTHCARE LIMITED,MEDIUM / LARGE,467070.459999999,2014
EDEXCEL LIMITED,MEDIUM / LARGE,23493.9,2013
BUILDERS EQUIPMENT LIMITED,SMALL BUSINESS,11649.64,2013
RAE RUDD LIMITED,SMALL BUSINESS,11040,2012
PANKS AUTO ELECTRICAL LTD.,SMALL BUSINESS,17698.92,2011
RHODES FARM SCHOOL LTD,NOT DEFINED,47616,2014
POSTCODE ANYWHERE (EUROPE) LIMITED,SMALL BUSINESS,1000,2011
HALE ALLEN JONES LLP,SMALL BUSINESS,3600,2013
1ST CALL GLASS CARE LTD,SMALL BUSINESS,19333.64,2012
JANSONDEAN NURSING HOME,,54517.4,2012
STEPPING STONES (CHILDRENS NURSERY SCHOOL) LIMITED,SMALL BUSINESS,17677.84,2013
W F HOWES LIMITED,MEDIUM / LARGE,14774.4,2013
KICKSTART NORFOLK,MEDIUM / LARGE,15022.94,2014
TOWNSEND LIFE CARE LTD,SMALL BUSINESS,14184.32,2014
CARTER-BROWN ASSOCIATES LTD,NOT DEFINED,8205.32,2014
MERCEDES-BENZ FINANCIAL SERVICES UK LIMITED,MEDIUM / LARGE,46985.78,2013
WHERE PEOPLE COME FIRST LTD,SMALL BUSINESS,1003.4,2012
JASMINE HEALTHCARE LIMITED,MEDIUM / LARGE,23184,2012
ANGEL SOLUTIONS LTD,SMALL BUSINESS,53550,2011
COMMUNITY SAFETY (GREAT YARMOUTH) LIMITED,SMALL BUSINESS,39684,2011
"FISHER SCIENTIFIC U.K., LIMITED",MEDIUM / LARGE,-1020,2014
HAVERING CARE HOMES LTD,SMALL BUSINESS,24590.48,2011
DB SERVICES (SEN) LIMITED,SMALL BUSINESS,37960,2011
EAST PUBLISHING LIMITED,SMALL BUSINESS,2782,2013
BALLOON DOG LIMITED,NOT DEFINED,3478,2012
REGIONAL FOSTER PLACEMENTS LIMITED,SMALL BUSINESS,1883145.34,2013
HOBART HIGH SCHOOL (ACADEMY TRUST) LIMITED,NOT DEFINED,989704.36,2013
SERCO LIMITED,MEDIUM / LARGE,72000,2014
BB GARDEN EQUIPMENT,NOT DEFINED,11160,2013
T GROOME PLANT HIRE LIMITED,MEDIUM / LARGE,73860,2013
VIX TECHNOLOGY LIMITED,MEDIUM / LARGE,312127,2012
Q ASSOCIATES LIMITED,MEDIUM / LARGE,3828.16,2013
CREMERS DRIFT,,9186.96,2012
SICON LIMITED,SMALL BUSINESS,4159,2013
J FULTON & CO LLP,NOT DEFINED,1620,2012
TILLS INNOVATIONS LIMITED,SMALL BUSINESS,5530,2012
EATON-WILLIAMS GROUP LIMITED,MEDIUM / LARGE,32.66,2014
AYLSHAM PLANT HIRE LIMITED,SMALL BUSINESS,1205.5,2014
M. GAZE & CO. LIMITED,MEDIUM / LARGE,8253.9,2013
THE OXFORD FUNDING COMPANY LIMITED,MEDIUM / LARGE,4945.56,2012
ARCHIVE LOGISTICS LTD,NOT DEFINED,3594,2012
